Mark_info;Model_info;Year;Region;Vin_resolution;Mileage;Owners_number;Body_type;PTS;Color_hex;Salon;Count_doors;Auto_class;Trunk_volume_min;Price_rub
LADA (ВАЗ);2121 (4x4);2002;Ворсма;True;93660;3;ALLROAD_3_DOORS;True;0000CC;False;3;J;265;85000
LADA (ВАЗ);Largus;2019;Нижний Новгород;True;33404;1;WAGON_5_DOORS;True;CACECB;False;5;C;135;535000
LADA (ВАЗ);Granta;2017;Нижний Новгород;True;28200;2;SEDAN;True;040001;False;4;B;480;365000
LADA (ВАЗ);Kalina;2010;Нижний Новгород;True;160000;3;SEDAN;True;FAFBFB;False;4;B;400;135000
LADA (ВАЗ);2121 (4x4);2011;Арзамас;True;74000;3;ALLROAD_3_DOORS;True;007F00;False;3;J;265;230000
LADA (ВАЗ);2112;2003;Нижний Новгород;True;219000;2;HATCHBACK_5_DOORS;True;007F00;False;5;B;399;103000
LADA (ВАЗ);Granta;2020;Дзержинск;NaN;0;NaN;HATCHBACK_5_DOORS;True;0000CC;True;5;B;240;571500
LADA (ВАЗ);2121 (4x4);1998;Дзержинск;True;165068;3;ALLROAD_3_DOORS;True;FF8649;False;3;J;265;65000
LADA (ВАЗ);Priora;2017;Нижний Новгород;True;152000;1;SEDAN;True;FAFBFB;True;4;B;430;319000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;LIFTBACK;True;EE1D19;True;5;B;435;550500
LADA (ВАЗ);Kalina;2011;Бутурлино;NaN;87000;1;WAGON_5_DOORS;False;040001;False;5;B;350;187000
LADA (ВАЗ);2121 (4x4);2016;Нижний Новгород;True;37000;3;ALLROAD_3_DOORS;True;007F00;False;3;J;265;335000
LADA (ВАЗ);2329;2016;Нижний Новгород;NaN;57000;2;PICKUP_TWO;True;FAFBFB;False;2;NaN;NaN;375000
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;007F00;True;5;B;361;741900
LADA (ВАЗ);2114;2006;Нижний Новгород;True;27000;1;HATCHBACK_5_DOORS;True;97948F;False;5;B;330;160000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;040001;True;4;B;520;465900
LADA (ВАЗ);Granta;2014;Нижний Новгород;True;81257;3;SEDAN;True;0000CC;False;4;B;480;258000
LADA (ВАЗ);Largus;2016;Нижний Новгород;True;95218;1;WAGON_5_DOORS;True;C49648;False;5;C;135;468000
LADA (ВАЗ);Priora;2008;Нижний Новгород;False;200000;3;HATCHBACK_5_DOORS;True;CACECB;False;5;B;360;110000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;CACECB;True;5;B;360;498900
LADA (ВАЗ);2110;2003;Нижний Новгород;True;184663;3;SEDAN;True;CACECB;False;4;B;450;68000
LADA (ВАЗ);2114;2009;Нижний Новгород;True;126958;3;HATCHBACK_5_DOORS;True;97948F;False;5;B;330;88000
LADA (ВАЗ);Kalina;2012;Нижний Новгород;True;163000;3;WAGON_5_DOORS;True;040001;False;5;B;350;180000
LADA (ВАЗ);Granta;2016;Нижний Новгород;True;94178;1;LIFTBACK;True;040001;False;5;B;440;319990
LADA (ВАЗ);Kalina;2011;Нижний Новгород;True;140155;1;WAGON_5_DOORS;True;007F00;False;5;B;350;159990
LADA (ВАЗ);Largus;2020;Нижний Новгород;NaN;0;NaN;VAN;True;FAFBFB;True;5;C;2540;669900
LADA (ВАЗ);Largus;2018;Нижний Новгород;True;32006;1;WAGON_5_DOORS;True;200204;False;5;C;135;639990
LADA (ВАЗ);Kalina;2013;Нижний Новгород;True;57289;3;HATCHBACK_5_DOORS;True;EE1D19;False;5;B;240;249990
LADA (ВАЗ);Granta;2017;Нижний Новгород;True;73058;1;SEDAN;True;FAFBFB;False;4;B;480;299990
LADA (ВАЗ);Granta;2019;Нижний Новгород;True;3842;1;LIFTBACK;True;200204;False;5;B;435;459990
LADA (ВАЗ);2121 (4x4);2020;Нижний Новгород;NaN;0;NaN;ALLROAD_3_DOORS;True;CACECB;True;3;J;265;572900
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;EE1D19;True;5;B;361;893900
LADA (ВАЗ);Granta;2018;Нижний Новгород;True;15910;1;LIFTBACK;True;FAFBFB;False;5;B;435;449990
LADA (ВАЗ);Granta;2014;Нижний Новгород;True;65957;1;SEDAN;True;CACECB;False;4;B;480;278000
LADA (ВАЗ);2121 (4x4);2017;Нижний Новгород;True;24898;2;ALLROAD_3_DOORS;True;007F00;False;3;J;265;450000
LADA (ВАЗ);Vesta;2018;Дзержинск;True;42673;1;WAGON_5_DOORS;True;FAFBFB;False;5;B;480;639000
LADA (ВАЗ);Vesta;2019;Дзержинск;True;2503;1;SEDAN;True;FAFBFB;False;4;B;480;859000
LADA (ВАЗ);Largus;2019;Нижний Новгород;True;33404;1;WAGON_5_DOORS;True;CACECB;False;5;C;135;535000
LADA (ВАЗ);2121 (4x4);2002;Ворсма;True;93660;3;ALLROAD_3_DOORS;True;0000CC;False;3;J;265;85000
LADA (ВАЗ);2107;2002;Нижний Новгород;True;184000;1;SEDAN;True;4A2197;False;4;B;379;38000
LADA (ВАЗ);Kalina;2010;Нижний Новгород;True;160000;3;SEDAN;True;FAFBFB;False;4;B;400;135000
LADA (ВАЗ);2121 (4x4);2011;Арзамас;True;74000;3;ALLROAD_3_DOORS;True;007F00;False;3;J;265;230000
LADA (ВАЗ);2112;2003;Нижний Новгород;True;219000;2;HATCHBACK_5_DOORS;True;007F00;False;5;B;399;103000
LADA (ВАЗ);Granta;2020;Дзержинск;NaN;0;NaN;HATCHBACK_5_DOORS;True;0000CC;True;5;B;240;571500
LADA (ВАЗ);2121 (4x4);1998;Дзержинск;True;165068;3;ALLROAD_3_DOORS;True;FF8649;False;3;J;265;65000
LADA (ВАЗ);Priora;2017;Нижний Новгород;True;152000;1;SEDAN;True;FAFBFB;True;4;B;430;319000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;LIFTBACK;True;EE1D19;True;5;B;435;550500
LADA (ВАЗ);Kalina;2011;Бутурлино;NaN;87000;1;WAGON_5_DOORS;False;040001;False;5;B;350;187000
LADA (ВАЗ);2121 (4x4);2016;Нижний Новгород;True;37000;3;ALLROAD_3_DOORS;True;007F00;False;3;J;265;335000
LADA (ВАЗ);2329;2016;Нижний Новгород;NaN;57000;2;PICKUP_TWO;True;FAFBFB;False;2;NaN;NaN;375000
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;007F00;True;5;B;361;741900
LADA (ВАЗ);2114;2006;Нижний Новгород;True;27000;1;HATCHBACK_5_DOORS;True;97948F;False;5;B;330;160000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;040001;True;4;B;520;465900
LADA (ВАЗ);Granta;2014;Нижний Новгород;True;81257;3;SEDAN;True;0000CC;False;4;B;480;258000
LADA (ВАЗ);Largus;2016;Нижний Новгород;True;95218;1;WAGON_5_DOORS;True;C49648;False;5;C;135;468000
LADA (ВАЗ);Priora;2008;Нижний Новгород;False;200000;3;HATCHBACK_5_DOORS;True;CACECB;False;5;B;360;110000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;CACECB;True;5;B;360;498900
LADA (ВАЗ);2110;2003;Нижний Новгород;True;184663;3;SEDAN;True;CACECB;False;4;B;450;68000
LADA (ВАЗ);2114;2009;Нижний Новгород;True;126958;3;HATCHBACK_5_DOORS;True;97948F;False;5;B;330;88000
LADA (ВАЗ);Kalina;2012;Нижний Новгород;True;163000;3;WAGON_5_DOORS;True;040001;False;5;B;350;180000
LADA (ВАЗ);Granta;2016;Нижний Новгород;True;94178;1;LIFTBACK;True;040001;False;5;B;440;319990
LADA (ВАЗ);Kalina;2011;Нижний Новгород;True;140155;1;WAGON_5_DOORS;True;007F00;False;5;B;350;159990
LADA (ВАЗ);Largus;2020;Нижний Новгород;NaN;0;NaN;VAN;True;FAFBFB;True;5;C;2540;669900
LADA (ВАЗ);Largus;2018;Нижний Новгород;True;32006;1;WAGON_5_DOORS;True;200204;False;5;C;135;639990
LADA (ВАЗ);Kalina;2013;Нижний Новгород;True;57289;3;HATCHBACK_5_DOORS;True;EE1D19;False;5;B;240;249990
LADA (ВАЗ);Granta;2017;Нижний Новгород;True;73058;1;SEDAN;True;FAFBFB;False;4;B;480;299990
LADA (ВАЗ);Granta;2019;Нижний Новгород;True;3842;1;LIFTBACK;True;200204;False;5;B;435;459990
LADA (ВАЗ);2121 (4x4);2020;Нижний Новгород;NaN;0;NaN;ALLROAD_3_DOORS;True;CACECB;True;3;J;265;572900
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;EE1D19;True;5;B;361;893900
LADA (ВАЗ);Granta;2018;Нижний Новгород;True;15910;1;LIFTBACK;True;FAFBFB;False;5;B;435;449990
LADA (ВАЗ);Granta;2014;Нижний Новгород;True;65957;1;SEDAN;True;CACECB;False;4;B;480;278000
LADA (ВАЗ);2121 (4x4);2017;Нижний Новгород;True;24898;2;ALLROAD_3_DOORS;True;007F00;False;3;J;265;450000
LADA (ВАЗ);Vesta;2018;Дзержинск;True;42673;1;WAGON_5_DOORS;True;FAFBFB;False;5;B;480;639000
LADA (ВАЗ);Vesta;2019;Дзержинск;True;2503;1;SEDAN;True;FAFBFB;False;4;B;480;859000
LADA (ВАЗ);Kalina;2013;Нижний Новгород;True;86011;2;HATCHBACK_5_DOORS;True;FAFBFB;False;5;B;240;319000
LADA (ВАЗ);Largus;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;FAFBFB;True;5;C;135;683900
LADA (ВАЗ);Kalina;2012;Нижний Новгород;True;129000;1;WAGON_5_DOORS;True;040001;False;5;B;350;205000
LADA (ВАЗ);Vesta;2019;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;0000CC;True;5;B;480;964900
LADA (ВАЗ);2114;2012;Нижний Новгород;True;76993;2;HATCHBACK_5_DOORS;True;CACECB;False;5;B;330;178000
LADA (ВАЗ);Priora;2013;Нижний Новгород;True;95859;3;SEDAN;True;97948F;False;4;B;430;258000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;LIFTBACK;True;EE1D19;True;5;B;435;524500
LADA (ВАЗ);Granta;2013;Нижний Новгород;True;56149;1;SEDAN;True;FAFBFB;False;4;B;480;268000
LADA (ВАЗ);Largus;2013;Нижний Новгород;True;140000;1;WAGON_5_DOORS;True;CACECB;False;5;C;135;399000
LADA (ВАЗ);2115;2007;Нижний Новгород;NaN;114023;3;SEDAN;True;97948F;False;4;B;445;88000
LADA (ВАЗ);2105;2010;Нижний Новгород;True;90000;1;SEDAN;True;FAFBFB;False;4;C;385;40000
LADA (ВАЗ);2114;2005;Нижний Новгород;True;280000;3;HATCHBACK_5_DOORS;True;040001;False;5;B;330;90000
LADA (ВАЗ);Kalina;2008;Нижний Новгород;True;161000;3;SEDAN;True;C49648;False;4;B;400;85000
LADA (ВАЗ);2121 (4x4);2020;Нижний Новгород;NaN;0;NaN;ALLROAD_3_DOORS;True;200204;True;3;J;265;572900
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;97948F;True;5;B;480;863900
LADA (ВАЗ);Kalina;2012;Нижний Новгород;True;98129;2;HATCHBACK_5_DOORS;True;FAFBFB;False;5;B;235;218000
LADA (ВАЗ);Granta;2017;Нижний Новгород;True;135000;1;SEDAN;True;EE1D19;True;4;B;480;290000
LADA (ВАЗ);Granta;2017;Нижний Новгород;True;97000;1;SEDAN;True;FAFBFB;True;4;B;480;359000
LADA (ВАЗ);Priora;2010;Нижний Новгород;True;111000;1;WAGON_5_DOORS;True;FAFBFB;True;5;B;444;159000
LADA (ВАЗ);Vesta;2016;Нижний Новгород;True;39000;1;SEDAN;True;FAFBFB;False;4;B;480;518000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;200204;True;4;B;520;508500
LADA (ВАЗ);Kalina;2013;Нижний Новгород;True;72754;1;HATCHBACK_5_DOORS;True;040001;False;5;B;240;259990
LADA (ВАЗ);Vesta;2019;Нижний Новгород;NaN;0;NaN;SEDAN;True;FAFBFB;True;4;B;480;932900
LADA (ВАЗ);Kalina;2013;Дзержинск;True;100000;3;HATCHBACK_5_DOORS;True;FAFBFB;False;5;B;235;199000
LADA (ВАЗ);Granta;2013;Нижний Новгород;True;69700;2;SEDAN;True;EE1D19;False;4;B;480;299990
LADA (ВАЗ);Priora;2014;Нижний Новгород;True;64000;2;SEDAN;True;CACECB;False;4;B;430;299000
LADA (ВАЗ);Granta;2016;Нижний Новгород;NaN;60034;1;SEDAN;True;97948F;False;4;B;480;319990
LADA (ВАЗ);Granta;2016;Нижний Новгород;NaN;248192;1;LIFTBACK;True;0000CC;False;5;B;440;259990
LADA (ВАЗ);Granta;2014;Нижний Новгород;False;136100;3;LIFTBACK;True;040001;False;5;B;440;229000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;200204;True;5;B;480;858900
LADA (ВАЗ);21099;2000;Нижний Новгород;True;136761;3;SEDAN;True;0000CC;False;4;B;400;75000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;040001;True;4;B;520;465900
LADA (ВАЗ);2104;2000;Дзержинск;True;97314;3;WAGON_5_DOORS;True;4A2197;False;5;B;345;57000
LADA (ВАЗ);Granta;2017;Нижний Новгород;True;24000;1;LIFTBACK;True;0000CC;False;5;B;440;390000
LADA (ВАЗ);Priora;2010;Нижний Новгород;True;130555;2;WAGON_5_DOORS;True;040001;False;5;B;444;169990
LADA (ВАЗ);2114;2011;Нижний Новгород;True;35619;3;HATCHBACK_5_DOORS;True;97948F;False;5;B;330;169000
LADA (ВАЗ);Largus;2019;Нижний Новгород;NaN;0;NaN;VAN;True;FAFBFB;True;5;C;2540;669900
LADA (ВАЗ);Priora;2008;Кстово;True;169000;3;SEDAN;True;CACECB;False;4;B;430;180000
LADA (ВАЗ);Vesta;2016;Нижний Новгород;True;87000;1;SEDAN;True;CACECB;True;4;B;480;435000
LADA (ВАЗ);2112;2003;Арзамас;NaN;140000;3;HATCHBACK_5_DOORS;True;007F00;False;5;B;399;79900
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;CACECB;True;4;B;520;471900
LADA (ВАЗ);Granta;2014;Нижний Новгород;True;140000;1;SEDAN;True;040001;False;4;B;480;238000
LADA (ВАЗ);Kalina;2012;Нижний Новгород;True;100000;3;HATCHBACK_5_DOORS;True;C49648;False;5;B;235;169000
LADA (ВАЗ);Priora;2011;Дзержинск;True;148000;2;SEDAN;False;007F00;False;4;B;430;155000
LADA (ВАЗ);2107;2006;Нижний Новгород;True;93000;2;SEDAN;True;EE1D19;False;4;B;379;37000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;FAFBFB;True;5;B;480;851900
LADA (ВАЗ);2121 (4x4);2016;Нижний Новгород;True;63000;2;ALLROAD_3_DOORS;True;4A2197;False;3;J;265;485000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;FAFBFB;True;4;B;480;837900
LADA (ВАЗ);2104;2012;Нижний Новгород;True;188000;2;WAGON_5_DOORS;True;EE1D19;False;5;B;345;56000
LADA (ВАЗ);Granta;2017;Нижний Новгород;True;28200;2;SEDAN;True;040001;False;4;B;480;365000
LADA (ВАЗ);Largus;2013;Нижний Новгород;NaN;102350;1;WAGON_5_DOORS;True;FAFBFB;False;5;C;135;335000
LADA (ВАЗ);2131 (4x4);2001;Дальнее Константиново;True;110000;3;ALLROAD_5_DOORS;True;007F00;False;5;J;420;115000
LADA (ВАЗ);Largus;2015;Нижний Новгород;True;65000;1;WAGON_5_DOORS;True;200204;False;5;C;135;404000
LADA (ВАЗ);Largus;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;EE1D19;True;5;C;135;822900
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;CACECB;True;4;B;520;595800
LADA (ВАЗ);Vesta;2019;Нижний Новгород;NaN;14000;1;SEDAN;True;FAFBFB;False;4;B;480;597750
LADA (ВАЗ);Largus;2016;Афонино;True;73000;1;WAGON_5_DOORS;True;200204;True;5;C;135;500000
LADA (ВАЗ);Priora;2013;Нижний Новгород;True;81256;1;WAGON_5_DOORS;True;040001;False;5;B;444;274000
LADA (ВАЗ);XRAY;2017;Нижний Новгород;True;61238;2;HATCHBACK_5_DOORS;True;FAFBFB;False;5;B;361;529990
LADA (ВАЗ);Kalina;2008;Арья;True;160000;1;SEDAN;False;4A2197;False;4;B;400;120000
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;0000CC;True;5;B;361;708900
LADA (ВАЗ);2105;1994;Балахна;True;75000;3;SEDAN;True;FAFBFB;False;4;C;385;25000
LADA (ВАЗ);2131 (4x4);2020;Нижний Новгород;NaN;0;NaN;ALLROAD_5_DOORS;True;200204;True;5;J;420;691900
LADA (ВАЗ);Kalina;2011;Афонино;True;87000;1;SEDAN;True;EE1D19;True;4;B;400;145000
LADA (ВАЗ);Granta;2019;Лысково;True;8000;1;SEDAN;True;97948F;False;4;B;520;490000
LADA (ВАЗ);Kalina;2007;Нижний Новгород;True;156000;3;SEDAN;True;CACECB;False;4;B;400;125000
LADA (ВАЗ);21099;2003;Нижний Новгород;True;192000;3;SEDAN;True;0000CC;True;4;B;400;49000
LADA (ВАЗ);Kalina;2016;Нижний Новгород;True;51000;1;WAGON_5_DOORS;True;200204;True;5;B;355;389000
LADA (ВАЗ);Granta;2014;Нижний Новгород;True;94000;3;LIFTBACK;True;97948F;True;5;B;440;245000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;200204;True;5;B;480;834900
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;200204;True;5;B;360;631900
LADA (ВАЗ);2131 (4x4);2014;Нижний Новгород;True;89000;3;ALLROAD_5_DOORS;True;007F00;True;5;J;420;299000
LADA (ВАЗ);2131 (4x4);1998;Нижний Новгород;True;78000;3;ALLROAD_5_DOORS;True;0000CC;True;5;J;420;59000
LADA (ВАЗ);2114;2013;Нижний Новгород;True;60000;3;HATCHBACK_5_DOORS;True;FAFBFB;False;5;B;330;145000
LADA (ВАЗ);Granta;2015;Нижний Новгород;True;75000;2;SEDAN;True;0000CC;False;4;B;480;265000
LADA (ВАЗ);2112;2006;Нижний Новгород;NaN;160000;3;HATCHBACK_5_DOORS;True;97948F;False;5;B;399;80000
LADA (ВАЗ);2115;2004;Кстово;True;150000;3;SEDAN;True;CACECB;False;4;B;445;55000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;200204;True;4;B;520;534500
LADA (ВАЗ);2115;2004;Кстово;True;150000;3;SEDAN;True;CACECB;False;4;B;445;55000
LADA (ВАЗ);2106;2004;Дзержинск;True;65327;3;SEDAN;True;007F00;False;4;B;345;25000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;LIFTBACK;True;200204;True;5;B;435;550500
LADA (ВАЗ);2110;2005;Нижний Новгород;True;163351;3;SEDAN;True;040001;False;4;B;450;60000
LADA (ВАЗ);Vesta;2016;Нижний Новгород;True;69404;1;SEDAN;True;FAFBFB;False;4;B;480;489990
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;FAFBFB;True;5;B;361;671900
LADA (ВАЗ);Vesta;2018;Нижний Новгород;True;61523;1;WAGON_5_DOORS;True;C49648;True;5;B;480;699000
LADA (ВАЗ);Granta;2014;Нижний Новгород;True;94584;3;SEDAN;True;0000CC;False;4;B;480;249990
LADA (ВАЗ);2107;2006;Нижний Новгород;True;135000;3;SEDAN;True;EE1D19;False;4;B;379;25000
LADA (ВАЗ);Priora;2010;Гремячево;True;122000;2;WAGON_5_DOORS;True;007F00;False;5;B;444;185000
LADA (ВАЗ);2114;2011;Нижний Новгород;True;143000;2;HATCHBACK_5_DOORS;True;97948F;False;5;B;330;200000
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;CACECB;True;5;B;361;708900
LADA (ВАЗ);Largus;2013;Нижний Новгород;True;240000;1;WAGON_5_DOORS;True;C49648;False;5;C;135;349888
LADA (ВАЗ);2121 (4x4);2011;Нижний Новгород;True;117000;1;ALLROAD_3_DOORS;True;EE1D19;False;3;J;265;225000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;EE1D19;True;4;B;520;556500
LADA (ВАЗ);Kalina;2010;Нижний Новгород;True;13953;3;SEDAN;True;97948F;False;4;B;400;159990
LADA (ВАЗ);Priora;2008;Нижний Новгород;True;95000;1;SEDAN;True;040001;False;4;B;430;177000
LADA (ВАЗ);Largus;2020;Дзержинск;NaN;0;NaN;WAGON_5_DOORS;True;FAFBFB;True;5;C;135;653900
LADA (ВАЗ);2121 (4x4);2014;Нижний Новгород;True;56761;1;ALLROAD_3_DOORS;True;007F00;True;3;J;265;295000
LADA (ВАЗ);2105;2002;Лысково;True;81000;3;SEDAN;True;0000CC;False;4;C;385;28000
LADA (ВАЗ);21099;2001;Нижний Новгород;False;25000;3;SEDAN;False;97948F;False;4;B;400;65000
LADA (ВАЗ);2112;2004;Нижний Новгород;True;145497;3;HATCHBACK_5_DOORS;False;007F00;False;5;B;399;75000
LADA (ВАЗ);Kalina;2010;Нижний Новгород;True;95000;1;SEDAN;True;97948F;False;4;B;400;209000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;200204;True;4;B;480;786900
LADA (ВАЗ);2111;2007;Красные Баки;True;237000;3;WAGON_5_DOORS;True;97948F;False;5;B;426;95000
LADA (ВАЗ);2121 (4x4);1997;Сява;True;130000;3;ALLROAD_3_DOORS;True;007F00;False;3;J;265;110000
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;CACECB;True;5;B;361;683900
LADA (ВАЗ);2110;1999;Нижний Новгород;True;226977;3;SEDAN;True;0000CC;False;4;B;450;35000
LADA (ВАЗ);Kalina;2006;Нижний Новгород;True;199296;3;SEDAN;True;EE1D19;False;4;B;400;77000
LADA (ВАЗ);Granta;2018;Дзержинск;True;71500;1;LIFTBACK;True;FAFBFB;False;5;B;435;390000
LADA (ВАЗ);Vesta;2020;Дзержинск;NaN;0;NaN;SEDAN;True;CACECB;True;4;B;480;788900
LADA (ВАЗ);Vesta;2018;Нижний Новгород;True;37000;2;SEDAN;True;FF8649;False;4;B;480;655000
LADA (ВАЗ);Priora;2011;Нижний Новгород;NaN;170000;3;WAGON_5_DOORS;True;EE1D19;False;5;B;444;180000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;97948F;True;4;B;480;760900
LADA (ВАЗ);Granta;2016;Нижний Новгород;True;20000;2;SEDAN;True;FAFBFB;False;4;B;480;340000
LADA (ВАЗ);Kalina;2012;Нижний Новгород;True;332019;2;WAGON_5_DOORS;True;040001;False;5;B;350;204000
LADA (ВАЗ);2112;2006;Арзамас;True;141000;3;HATCHBACK_5_DOORS;False;CACECB;False;5;B;399;120000
LADA (ВАЗ);2112;2003;Арзамас;NaN;120000;3;HATCHBACK_5_DOORS;True;CACECB;False;5;B;399;53000
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;0000CC;True;5;B;361;741900
LADA (ВАЗ);2115;2006;Нижний Новгород;True;123000;3;SEDAN;True;007F00;False;4;B;445;89000
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;200204;True;5;B;361;708900
LADA (ВАЗ);2114;2007;Нижний Новгород;True;113000;3;HATCHBACK_5_DOORS;True;DEA522;False;5;B;330;92000
LADA (ВАЗ);2107;2011;Нижний Новгород;True;67500;2;SEDAN;True;007F00;False;4;B;379;85000
LADA (ВАЗ);2112;2007;Нижний Новгород;True;181208;3;HATCHBACK_5_DOORS;True;040001;False;5;B;399;84000
LADA (ВАЗ);2115;2003;Нижний Новгород;True;129000;3;SEDAN;True;040001;True;4;B;445;80000
LADA (ВАЗ);Kalina;2015;Нижний Новгород;True;74000;1;WAGON_5_DOORS;True;200204;True;5;B;355;349000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;EE1D19;True;4;B;480;786900
LADA (ВАЗ);Granta;2012;Нижний Новгород;True;91000;1;SEDAN;True;0000CC;True;4;B;480;225000
LADA (ВАЗ);Kalina;2012;Нижний Новгород;True;47344;1;WAGON_5_DOORS;True;FAFBFB;True;5;B;350;209000
LADA (ВАЗ);2121 (4x4);2005;Нижний Новгород;True;95094;3;ALLROAD_3_DOORS;True;0000CC;True;3;J;265;155000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;040001;True;5;B;480;923900
LADA (ВАЗ);Kalina;2008;Нижний Новгород;True;124600;2;SEDAN;True;CACECB;True;4;B;400;120000
LADA (ВАЗ);Granta;2017;Нижний Новгород;True;50089;2;SEDAN;True;040001;True;4;B;480;399000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;LIFTBACK;True;CACECB;True;5;B;435;587500
LADA (ВАЗ);2114;2014;Нижний Новгород;True;85785;1;HATCHBACK_5_DOORS;True;FAFBFB;True;5;B;330;189000
LADA (ВАЗ);Vesta;2017;Нижний Новгород;True;75500;1;SEDAN;True;200204;True;4;B;480;490000
LADA (ВАЗ);Vesta;2016;Нижний Новгород;True;154792;1;SEDAN;True;CACECB;True;4;B;480;419000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;007F00;True;4;B;520;471900
LADA (ВАЗ);Vesta;2016;Нижний Новгород;True;130432;2;SEDAN;True;0000CC;True;4;B;480;400000
LADA (ВАЗ);2112;2006;Нижний Новгород;True;120537;2;HATCHBACK_5_DOORS;True;97948F;True;5;B;399;79000
LADA (ВАЗ);Granta;2020;Дзержинск;NaN;0;NaN;LIFTBACK;True;CACECB;True;5;B;435;489900
LADA (ВАЗ);Kalina;2011;Нижний Новгород;True;118000;2;WAGON_5_DOORS;True;EE1D19;True;5;B;350;189000
LADA (ВАЗ);Granta;2015;Нижний Новгород;True;84061;1;SEDAN;True;0000CC;True;4;B;480;285000
LADA (ВАЗ);2110;2003;Нижний Новгород;True;150000;3;SEDAN;True;CACECB;False;4;B;450;55000
LADA (ВАЗ);Kalina;2008;Нижний Новгород;True;153000;3;SEDAN;True;97948F;True;4;B;400;120000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;FAFBFB;True;4;B;520;465900
LADA (ВАЗ);2115;2012;Нижний Новгород;True;158000;2;SEDAN;True;040001;False;4;B;445;125000
LADA (ВАЗ);Largus;2016;Нижний Новгород;True;95999;1;WAGON_5_DOORS;True;CACECB;False;5;C;135;469000
LADA (ВАЗ);Largus;2017;Нижний Новгород;True;76468;1;WAGON_5_DOORS;True;CACECB;False;5;C;135;569000
